,well_id,results,chemical,date,units,qualifer,rl,latitude,longitude,well_type,well_depth_ft,top_of_screen_ft,screen_length_ft,source,source_name,other_names,year,month
239366,SIERRA-G-16,0.025,TCE,2018-09-12,UG/L,<,0.025,36.58427778,-118.24133333,MUNICIPAL,0.0,0.0,0.0,USGS,SIERRA-G-16,SIERRA-G-16,2018,9
239612,KLAM-14,0.022000000000000002,TCE,2010-11-04,UG/L,<,0.022000000000000002,40.74038889,-123.25252778,MUNICIPAL,0.0,0.0,0.0,USGS,KLAM-14,KLAM-14,2010,11
239649,HR-SGU-03,0.022000000000000002,TCE,2011-08-15,UG/L,<,0.022000000000000002,34.23197222,-117.65744444,MUNICIPAL,0.0,0.0,0.0,USGS,HR-SGU-03,HR-SGU-03,2011,8
239869,S8_MOBS_F11,0.025,TCE,2018-01-29,UG/L,<,0.025,34.89011389,-116.72106111,MUNICIPAL,1000.0,260.0,720.0,USGS,S8_MOBS_F11,S8_MOBS_F11,2018,1
239893,S10-ESJB-16,0.025,TCE,2019-08-08,UG/L,<,0.025,38.15538889,-121.0775,MUNICIPAL,,,,USGS,S10-ESJB-16,S10-ESJB-16,2019,8
240407,TLR-05,0.038,TCE,2005-12-05,UG/L,<,0.038,36.38488889,-119.77566667,MUNICIPAL,561.0,311.0,250.0,USGS,TLR-05,TLR-05,2005,12
240518,SCRV-26,0.025,TCE,2017-07-11,UG/L,<,0.025,34.4515,-118.61697222,MUNICIPAL,142.0,0.0,0.0,USGS,SCRV-26,SCRV-26,2017,7
240544,WS-07,0.022000000000000002,TCE,2010-06-10,UG/L,<,0.022000000000000002,36.43647222,-120.21158333,MUNICIPAL,1020.0,650.0,-650.0,USGS,WS-07,WS-07,2010,6
240638,CAMP-SH-01,0.022000000000000002,TCE,2015-09-01,UG/L,<,0.022000000000000002,41.69763889,-122.63758333,MUNICIPAL,120.0,12.0,108.0,USGS,CAMP-SH-01,CAMP-SH-01,2015,9
240691,S-MS-SV01,0.022000000000000002,TCE,2012-11-08,UG/L,<,0.022000000000000002,35.531,-120.67730556,MUNICIPAL,280.0,140.0,140.0,USGS,S-MS-SV01,S-MS-SV01,2012,11
240704,S-MS-H11,0.022000000000000002,TCE,2012-11-28,UG/L,<,0.022000000000000002,35.72263889,-120.70947222,MUNICIPAL,410.0,0.0,0.0,USGS,S-MS-H11,S-MS-H11,2012,11
240716,S7-SAC-NA17,0.025,TCE,2017-10-16,UG/L,<,0.025,38.72983333,-121.2355,MUNICIPAL,150.0,0.0,150.0,USGS,S7-SAC-NA17,S7-SAC-NA17,2017,10
240760,MSMBMW-02,0.038,TCE,2005-09-22,UG/L,<,0.038,36.70488889,-121.65483333,MUNICIPAL,610.0,0.0,0.0,USGS,MSMBMW-02,MSMBMW-02,2005,9
241044,SCRC-H04,0.02,TCE,2008-06-03,UG/L,<,0.02,34.66666667,-120.13383333,MUNICIPAL,620.0,410.0,200.0,USGS,SCRC-H04,SCRC-H04,2008,6
241062,SCRC-B13,0.02,TCE,2008-06-16,UG/L,<,0.02,34.62094444,-120.08536111,MUNICIPAL,490.0,130.0,340.0,USGS,SCRC-B13,SCRC-B13,2008,6
241149,S-MS-SV36,0.022000000000000002,TCE,2012-11-06,UG/L,<,0.022000000000000002,36.62166667,-121.50569444,MUNICIPAL,700.0,480.0,200.0,USGS,S-MS-SV36,S-MS-SV36,2012,11
241297,USAWS-02,0.02,TCE,2007-01-22,UG/L,<,0.02,33.8295,-117.12488889,MUNICIPAL,518.0,104.0,414.0,USGS,USAWS-02,USAWS-02,2007,1
241634,DM-02,0.022000000000000002,TCE,2010-03-01,UG/L,<,0.022000000000000002,36.77631944,-120.37368889,MUNICIPAL,250.0,140.0,110.0,USGS,DM-02,DM-02,2010,3
241726,HR-SG-09,0.022000000000000002,TCE,2011-05-25,UG/L,<,0.022000000000000002,34.46555556,-118.47977778,MUNICIPAL,600.0,0.0,0.0,USGS,HR-SG-09,HR-SG-09,2011,5
241745,S7-SAC-NA05,0.025,TCE,2017-09-12,UG/L,<,0.025,38.74877778,-121.48988889,MUNICIPAL,162.0,140.0,20.0,USGS,S7-SAC-NA05,S7-SAC-NA05,2017,9
241979,BEAR-S02,0.022000000000000002,TCE,2010-04-26,UG/L,<,0.022000000000000002,34.23952778,-116.89655556,MUNICIPAL,365.0,154.0,57.0,USGS,BEAR-S02,BEAR-S02,2010,4
242026,SB-10,0.022000000000000002,TCE,2011-02-08,UG/L,<,0.022000000000000002,34.41888526,-119.64290893,MUNICIPAL,145.0,55.0,90.0,USGS,SB-10,SB-10,2011,2
242164,RICE-21,0.038,TCE,2006-09-12,UG/L,<,0.038,39.28179444,-122.17189722,MUNICIPAL,35.0,25.0,5.0,USGS,RICE-21,RICE-21,2006,9
242238,RED-09,0.02,TCE,2007-10-25,UG/L,<,0.02,40.35783333,-122.32647222,MUNICIPAL,199.0,124.0,72.0,USGS,RED-09,RED-09,2007,10
242366,HR-SG-21,0.022000000000000002,TCE,2011-07-20,UG/L,<,0.022000000000000002,34.39202778,-118.16666667,MUNICIPAL,0.0,0.0,0.0,USGS,HR-SG-21,HR-SG-21,2011,7
242399,COS-08,0.038,TCE,2005-01-03,UG/L,<,0.038,38.28752778,-121.32897222,MUNICIPAL,575.0,178.0,392.0,USGS,COS-08,COS-08,2005,1
242433,COS-08,0.022000000000000002,TCE,2014-01-13,UG/L,<,0.022000000000000002,38.28752778,-121.32897222,MUNICIPAL,575.0,178.0,392.0,USGS,COS-08,COS-08,2014,1
242451,MOJO-31,0.02,TCE,2008-03-05,UG/L,<,0.02,34.46716667,-117.52030556,MUNICIPAL,1130.0,660.0,460.0,USGS,MOJO-31,MOJO-31,2008,3
242504,SDALLV-09,0.038,TCE,2004-07-14,UG/L,<,0.038,32.68636667,-117.090425,MUNICIPAL,810.0,690.0,110.0,USGS,SDALLV-09,SDALLV-09,2004,7
242544,TRCY-11,0.022000000000000002,TCE,2014-02-10,UG/L,<,0.022000000000000002,37.75547222,-121.37497222,MUNICIPAL,400.0,310.0,90.0,USGS,TRCY-11,TRCY-11,2014,2
242722,D1-NSF-H37,0.025,TCE,2017-08-02,UG/L,<,0.025,38.39122222,-122.24091667,MUNICIPAL,345.0,20.0,325.0,USGS,D1-NSF-H37,D1-NSF-H37,2017,8
242855,S5-YB-B24,0.022000000000000002,TCE,2016-03-14,UG/L,<,0.022000000000000002,39.18716667,-120.91866667,MUNICIPAL,180.0,0.0,0.0,USGS,S5-YB-B24,S5-YB-B24,2016,3
242919,COLOR-12,0.02,TCE,2007-11-26,UG/L,<,0.02,34.77016667,-114.59555556,MUNICIPAL,420.0,300.0,120.0,USGS,COLOR-12,COLOR-12,2007,11
243030,S-MS-SV18,0.025,TCE,2018-01-24,UG/L,<,0.025,36.47091667,-121.46616667,MUNICIPAL,85.0,0.0,0.0,USGS,S-MS-SV18,S-MS-SV18,2018,1
243064,TRCY-10,0.038,TCE,2005-02-17,UG/L,<,0.038,37.96919444,-121.57036111,MUNICIPAL,185.0,175.0,10.0,USGS,TRCY-10,TRCY-10,2005,2
243094,TRCY-10,0.022000000000000002,TCE,2014-02-11,UG/L,<,0.022000000000000002,37.96919444,-121.57036111,MUNICIPAL,185.0,175.0,10.0,USGS,TRCY-10,TRCY-10,2014,2
243179,WSAC-11,0.038,TCE,2006-07-19,UG/L,<,0.038,39.01263889,-122.05583333,MUNICIPAL,570.0,240.0,321.0,USGS,WSAC-11,WSAC-11,2006,7
243282,S-MS-SV13,0.025,TCE,2017-12-06,UG/L,<,0.025,35.79580029,-120.77073086,MUNICIPAL,340.0,120.0,210.0,USGS,S-MS-SV13,S-MS-SV13,2017,12
243551,"SIERRA-G-02, SOSA-15",0.02,TCE,2008-07-08,UG/L,<,0.02,35.72438889,-118.55202778,MUNICIPAL,0.0,0.0,0.0,USGS,"SIERRA-G-02, SOSA-15","SIERRA-G-02, SOSA-15",2008,7
243719,SIERRA-G-15,0.02,TCE,2008-09-08,UG/L,<,0.02,38.88608333,-121.26558333,MUNICIPAL,480.0,60.0,420.0,USGS,SIERRA-G-15,SIERRA-G-15,2008,9
243892,KLAM-39,0.022000000000000002,TCE,2010-12-14,UG/L,<,0.022000000000000002,40.78552778,-123.33972222,MUNICIPAL,,,,USGS,KLAM-39,KLAM-39,2010,12
244019,SF-08,0.025,TCE,2017-06-07,UG/L,<,0.025,37.46366667,-122.19033333,MUNICIPAL,275.0,240.0,40.0,USGS,SF-08,SF-08,2017,6
244055,S10-ESJB-21,0.025,TCE,2019-09-12,UG/L,<,0.025,37.78988889,-120.96636111,MUNICIPAL,,,,USGS,S10-ESJB-21,S10-ESJB-21,2019,9
244177,SDHDRK-04,0.038,TCE,2004-07-19,UG/L,<,0.038,33.33644444,-116.89552778,MUNICIPAL,315.0,0.0,0.0,USGS,SDHDRK-04,SDHDRK-04,2004,7
244192,SDHDRK-04,0.022000000000000002,TCE,2014-05-15,UG/L,<,0.022000000000000002,33.33644444,-116.89552778,MUNICIPAL,315.0,0.0,0.0,USGS,SDHDRK-04,SDHDRK-04,2014,5
244310,S9_REDBLS_RED08,0.025,TCE,2019-04-11,UG/L,<,0.025,40.39569444,-122.41538889,MUNICIPAL,,,,USGS,S9_REDBLS_RED08,S9_REDBLS_RED08,2019,4
244362,CGOLD-11,0.038,TCE,2006-05-18,UG/L,<,0.038,37.26341667,-119.69611111,MUNICIPAL,0.0,0.0,0.0,USGS,CGOLD-11,CGOLD-11,2006,5
244517,SIERRA-G-05,0.02,TCE,2008-07-15,UG/L,<,0.02,36.44197222,-118.90113889,MUNICIPAL,120.0,120.0,0.0,USGS,SIERRA-G-05,SIERRA-G-05,2008,7
244596,S6-MCAW-S01,0.025,TCE,2016-10-19,UG/L,<,0.025,38.70577778,-120.94936111,MUNICIPAL,140.0,40.0,100.0,USGS,S6-MCAW-S01,S6-MCAW-S01,2016,10
244695,SCRV-17,0.025,TCE,2017-06-27,UG/L,<,0.025,34.35877778,-119.30988889,MUNICIPAL,60.0,15.0,45.0,USGS,SCRV-17,SCRV-17,2017,6
244769,NAMFP-06,0.038,TCE,2005-04-06,UG/L,<,0.038,38.67825,-121.59441667,MUNICIPAL,815.0,0.0,0.0,USGS,NAMFP-06,NAMFP-06,2005,4
244853,YOL-14,0.038,TCE,2005-05-25,UG/L,<,0.038,38.55212818,-121.54217858,MUNICIPAL,1350.0,530.0,267.0,USGS,YOL-14,YOL-14,2005,5
244945,CAMP-QV-11,0.022000000000000002,TCE,2010-09-13,UG/L,<,0.022000000000000002,40.49733333,-121.90441667,MUNICIPAL,170.0,110.0,60.0,USGS,CAMP-QV-11,CAMP-QV-11,2010,9
245077,S4-TUSK-TLE09,0.022000000000000002,TCE,2015-03-24,UG/L,<,0.022000000000000002,35.834,-119.38666667,MUNICIPAL,420.0,300.0,120.0,USGS,S4-TUSK-TLE09,S4-TUSK-TLE09,2015,3
245092,S-MS-H02,0.022000000000000002,TCE,2013-01-17,UG/L,<,0.022000000000000002,35.47716667,-120.572,MUNICIPAL,360.0,160.0,200.0,USGS,S-MS-H02,S-MS-H02,2013,1
245200,WS-U-02,0.022000000000000002,TCE,2010-06-10,UG/L,<,0.022000000000000002,36.00813889,-119.96686111,MUNICIPAL,570.0,210.0,335.0,USGS,WS-U-02,WS-U-02,2010,6
245571,S5-YB-Y14,0.022000000000000002,TCE,2015-11-04,UG/L,<,0.022000000000000002,39.25261111,-121.05730556,MUNICIPAL,105.0,85.0,20.0,USGS,S5-YB-Y14,S5-YB-Y14,2015,11
245738,S5-YB-Y16,0.022000000000000002,TCE,2015-12-15,UG/L,<,0.022000000000000002,39.31661111,-121.09663889,MUNICIPAL,340.0,55.0,285.0,USGS,S5-YB-Y16,S5-YB-Y16,2015,12
245825,ANT-37,0.02,TCE,2008-02-27,UG/L,<,0.02,34.8694234,-117.93506791,MUNICIPAL,700.0,270.0,420.0,USGS,ANT-37,ANT-37,2008,2
245962,CUY-06,0.022000000000000002,TCE,2012-09-20,UG/L,<,0.022000000000000002,34.89425,-119.51991667,MUNICIPAL,800.0,640.0,160.0,USGS,CUY-06,CUY-06,2012,9
245999,BEAR-G03,0.022000000000000002,TCE,2010-04-20,UG/L,<,0.022000000000000002,34.25116667,-117.27552778,MUNICIPAL,300.0,0.0,0.0,USGS,BEAR-G03,BEAR-G03,2010,4
246056,S9_REDBLS_RED07,0.025,TCE,2019-04-10,UG/L,<,0.025,40.46075,-122.40291667,MUNICIPAL,,,,USGS,S9_REDBLS_RED07,S9_REDBLS_RED07,2019,4
246187,S-NSF-H29,0.022000000000000002,TCE,2012-07-10,UG/L,<,0.022000000000000002,38.38611111,-122.49461111,MUNICIPAL,,,,USGS,S-NSF-H29,S-NSF-H29,2012,7
246538,CAMP-HL-06,0.022000000000000002,TCE,2010-08-18,UG/L,<,0.022000000000000002,40.25677778,-120.46494444,MUNICIPAL,56.0,40.0,16.0,USGS,CAMP-HL-06,CAMP-HL-06,2010,8
246582,CAMP-ES-05,0.022000000000000002,TCE,2015-08-17,UG/L,<,0.022000000000000002,39.76519444,-121.6005,MUNICIPAL,550.0,395.0,130.0,USGS,CAMP-ES-05,CAMP-ES-05,2015,8
246697,ESAC-34,0.038,TCE,2006-08-17,UG/L,<,0.038,39.48599742,-121.75414229,MUNICIPAL,60.0,0.0,0.0,USGS,ESAC-34,ESAC-34,2006,8
246713,ESAC-34,0.022000000000000002,TCE,2010-08-12,UG/L,<,0.022000000000000002,39.48599742,-121.75414229,MUNICIPAL,60.0,0.0,0.0,USGS,ESAC-34,ESAC-34,2010,8
247189,DM-04,0.022000000000000002,TCE,2010-03-02,UG/L,<,0.022000000000000002,37.04547222,-120.63625,MUNICIPAL,180.0,115.0,57.0,USGS,DM-04,DM-04,2010,3
247402,SAM-10,0.038,TCE,2014-03-11,UG/L,,0.022000000000000002,38.51277778,-121.45163889,MUNICIPAL,278.0,156.0,6.0,USGS,SAM-10,SAM-10,2014,3
247704,KLAM-11,0.022000000000000002,TCE,2010-11-02,UG/L,<,0.022000000000000002,41.37530556,-123.45136111,MUNICIPAL,89.0,49.0,40.0,USGS,KLAM-11,KLAM-11,2010,11
247739,KLAM-11,0.022000000000000002,TCE,2015-10-05,UG/L,<,0.022000000000000002,41.37530556,-123.45136111,MUNICIPAL,89.0,49.0,40.0,USGS,KLAM-11,KLAM-11,2015,10
247815,S5-YB-Y22,0.022000000000000002,TCE,2016-02-22,UG/L,<,0.022000000000000002,39.43575,-121.17019444,MUNICIPAL,140.0,100.0,40.0,USGS,S5-YB-Y22,S5-YB-Y22,2016,2
247861,USAWB-11,0.02,TCE,2006-12-13,UG/L,<,0.02,34.14930556,-117.25661111,MUNICIPAL,606.0,378.0,191.0,USGS,USAWB-11,USAWB-11,2006,12
248201,TRCY-03,0.022000000000000002,TCE,2011-12-06,UG/L,<,0.022000000000000002,37.68341667,-121.44333333,MUNICIPAL,900.0,420.0,470.0,USGS,TRCY-03,TRCY-03,2011,12
248255,YOL-02,0.038,TCE,2005-04-18,UG/L,<,0.038,38.57444444,-121.77038889,MUNICIPAL,110.0,0.0,0.0,USGS,YOL-02,YOL-02,2005,4
248360,CAMP-SH-08,0.022000000000000002,TCE,2010-07-26,UG/L,<,0.022000000000000002,41.43205556,-122.40005556,MUNICIPAL,0.0,0.0,0.0,USGS,CAMP-SH-08,CAMP-SH-08,2010,7
248388,SB-18,0.022000000000000002,TCE,2011-02-10,UG/L,<,0.022000000000000002,34.39416667,-119.45747222,MUNICIPAL,295.0,85.0,210.0,USGS,SB-18,SB-18,2011,2
248536,HR-PR-09,0.022000000000000002,TCE,2011-08-31,UG/L,<,0.022000000000000002,32.96230556,-116.58372222,MUNICIPAL,600.0,0.0,0.0,USGS,HR-PR-09,HR-PR-09,2011,8
248566,S4-TUSK-TLE03,0.022000000000000002,TCE,2015-03-04,UG/L,<,0.022000000000000002,36.00613889,-119.46058333,MUNICIPAL,420.0,285.0,120.0,USGS,S4-TUSK-TLE03,S4-TUSK-TLE03,2015,3
248590,S5-YB-B08,0.022000000000000002,TCE,2016-02-04,UG/L,<,0.022000000000000002,39.11125,-121.14344444,MUNICIPAL,625.0,0.0,0.0,USGS,S5-YB-B08,S5-YB-B08,2016,2
248969,S-NSF-H39,0.022000000000000002,TCE,2012-06-20,UG/L,<,0.022000000000000002,38.28169444,-122.39686111,MUNICIPAL,,,,USGS,S-NSF-H39,S-NSF-H39,2012,6
249101,SCRC-B11,0.025,TCE,2018-07-10,UG/L,<,0.025,34.66081639,-120.44905179999999,MUNICIPAL,200.0,0.0,0.0,USGS,SCRC-B11,SCRC-B11,2018,7
249525,SCRVU-09,0.02,TCE,2007-05-09,UG/L,<,0.02,34.11969444,-119.10527778,MUNICIPAL,970.0,930.0,40.0,USGS,SCRVU-09,SCRVU-09,2007,5
249954,ESAC-21,0.038,TCE,2006-07-25,UG/L,<,0.038,39.24502778,-121.95508333,MUNICIPAL,0.0,0.0,0.0,USGS,ESAC-21,ESAC-21,2006,7
249977,CLABCB-13,4.01,TCE,2010-08-23,UG/L,,0.022000000000000002,33.94511111,-118.18436111,MUNICIPAL,746.0,610.0,136.0,USGS,CLABCB-13,CLABCB-13,2010,8
250212,S3-MACK-M07,0.022000000000000002,TCE,2013-12-12,UG/L,<,0.022000000000000002,37.09152778,-120.42297222,MUNICIPAL,300.0,170.0,130.0,USGS,S3-MACK-M07,S3-MACK-M07,2013,12
250313,S7-SAC-SA01,0.025,TCE,2017-08-22,UG/L,<,0.025,38.48963889,-121.14972222,MUNICIPAL,200.0,170.0,20.0,USGS,S7-SAC-SA01,S7-SAC-SA01,2017,8
250389,TROCK-13,0.02,TCE,2007-09-13,UG/L,<,0.02,39.25841667,-120.21091667,MUNICIPAL,102.0,93.0,5.0,USGS,TROCK-13,TROCK-13,2007,9
250432,MOJO-11,0.025,TCE,2018-03-07,UG/L,<,0.025,34.51422222,-117.37613889,MUNICIPAL,630.0,310.0,300.0,USGS,MOJO-11,MOJO-11,2018,3
250701,S-MS-SV14,0.022000000000000002,TCE,2013-03-13,UG/L,<,0.022000000000000002,35.8355217,-120.74961819,MUNICIPAL,395.0,0.0,0.0,USGS,S-MS-SV14,S-MS-SV14,2013,3
250893,YOL-08,0.038,TCE,2005-05-10,UG/L,<,0.038,38.57361111,-121.57166667,MUNICIPAL,393.0,375.0,10.0,USGS,YOL-08,YOL-08,2005,5
251068,SFU-07,0.02,TCE,2007-06-14,UG/L,<,0.02,37.34491667,-121.87466667,MUNICIPAL,560.0,295.0,172.0,USGS,SFU-07,SFU-07,2007,6
251107,MOJO-16,0.022000000000000002,TCE,2011-03-10,UG/L,<,0.022000000000000002,34.41055577,-117.30476733,MUNICIPAL,1000.0,515.0,485.0,USGS,MOJO-16,MOJO-16,2011,3
251122,MOJO-16,0.025,TCE,2018-03-08,UG/L,<,0.025,34.41055577,-117.30476733,MUNICIPAL,1000.0,515.0,485.0,USGS,MOJO-16,MOJO-16,2018,3
251163,RED-17,0.02,TCE,2007-12-05,UG/L,<,0.02,40.41813889,-122.19597222,MUNICIPAL,140.0,140.0,20.0,USGS,RED-17,RED-17,2007,12
251382,TLR-06,0.038,TCE,2005-12-06,UG/L,<,0.038,36.19288889,-119.81961111,MUNICIPAL,0.0,0.0,0.0,USGS,TLR-06,TLR-06,2005,12
251450,MOJO-42,0.02,TCE,2008-03-26,UG/L,<,0.02,34.85755556,-116.79352778,MUNICIPAL,388.0,242.0,-242.0,USGS,MOJO-42,MOJO-42,2008,3
251640,CAMP-LU-11,0.022000000000000002,TCE,2010-08-04,UG/L,<,0.022000000000000002,41.18938889,-120.94119444,MUNICIPAL,184.0,0.0,0.0,USGS,CAMP-LU-11,CAMP-LU-11,2010,8
251824,S7-SAC-SA05,0.025,TCE,2017-09-11,UG/L,<,0.025,38.33125,-121.46163889,MUNICIPAL,175.0,145.0,30.0,USGS,S7-SAC-SA05,S7-SAC-SA05,2017,9
251998,SIERRA-VL-11,0.02,TCE,2008-10-15,UG/L,<,0.02,38.03936111,-120.19925,MUNICIPAL,400.0,50.0,350.0,USGS,SIERRA-VL-11,SIERRA-VL-11,2008,10
252118,KLAM-28,0.022000000000000002,TCE,2010-12-01,UG/L,<,0.022000000000000002,40.81827778,-122.32997222,MUNICIPAL,112.0,68.0,44.0,USGS,KLAM-28,KLAM-28,2010,12
252283,ESAC-28,0.038,TCE,2006-08-03,UG/L,<,0.038,39.36655501,-121.69330559,MUNICIPAL,360.0,102.0,258.0,USGS,ESAC-28,ESAC-28,2006,8
252338,ESAC-31,0.025,TCE,2016-10-05,UG/L,<,0.025,39.34058333,-121.94277778,MUNICIPAL,235.0,0.0,0.0,USGS,ESAC-31,ESAC-31,2016,10
252479,LUB-20,0.022000000000000002,TCE,2009-11-04,UG/L,<,0.022000000000000002,32.73144929,-115.96278986,MUNICIPAL,100.0,70.0,-70.0,USGS,LUB-20,LUB-20,2009,11
252553,S4-TUSK-TLE08,0.022000000000000002,TCE,2015-04-27,UG/L,<,0.022000000000000002,35.91313889,-119.42208333,MUNICIPAL,1487.0,944.0,543.0,USGS,S4-TUSK-TLE08,S4-TUSK-TLE08,2015,4
253107,SAM-03,0.038,TCE,2005-03-22,UG/L,<,0.038,38.47851885,-121.54245592,MUNICIPAL,220.0,140.0,80.0,USGS,SAM-03,SAM-03,2005,3
253351,MSSC-06,0.022000000000000002,TCE,2014-08-06,UG/L,<,0.022000000000000002,36.96225,-121.97288889,MUNICIPAL,230.0,110.0,90.0,USGS,MSSC-06,MSSC-06,2014,8
253387,HR-SC-17,0.022000000000000002,TCE,2011-04-20,UG/L,<,0.022000000000000002,37.09578075,-122.05968501,MUNICIPAL,0.0,0.0,0.0,USGS,HR-SC-17,HR-SC-17,2011,4
253541,NSAC-08,0.02,TCE,2007-11-05,UG/L,<,0.02,40.22252778,-122.25955556,MUNICIPAL,290.0,280.0,10.0,USGS,NSAC-08,NSAC-08,2007,11
253681,DM-29,0.022000000000000002,TCE,2010-06-30,UG/L,<,0.022000000000000002,37.16080556,-120.75794444,MUNICIPAL,230.0,0.0,0.0,USGS,DM-29,DM-29,2010,6
253781,ESJ-17,0.038,TCE,2005-02-14,UG/L,<,0.038,37.86172222,-121.04894444,MUNICIPAL,390.0,0.0,0.0,USGS,ESJ-17,ESJ-17,2005,2
253885,CUY-12,0.02,TCE,2008-09-25,UG/L,<,0.02,34.85638889,-119.48466667,MUNICIPAL,200.0,0.0,0.0,USGS,CUY-12,CUY-12,2008,9
253962,SCRV-21,0.025,TCE,2017-08-10,UG/L,<,0.025,34.30122222,-118.92705556,MUNICIPAL,980.0,650.0,-650.0,USGS,SCRV-21,SCRV-21,2017,8
254115,SCRC-B37,0.02,TCE,2008-08-07,UG/L,<,0.02,34.67244444,-120.49588889,MUNICIPAL,232.0,112.0,100.0,USGS,SCRC-B37,SCRC-B37,2008,8
254275,S8_MOBS_R03,0.025,TCE,2018-04-23,UG/L,<,0.025,34.53002778,-117.63183333,MUNICIPAL,550.0,0.0,0.0,USGS,S8_MOBS_R03,S8_MOBS_R03,2018,4
254875,LUB-23,0.025,TCE,2018-11-07,UG/L,<,0.025,33.78644444,-115.81577778,MUNICIPAL,403.0,200.0,200.0,USGS,LUB-23,LUB-23,2018,11
254894,S-MS-H12,0.022000000000000002,TCE,2012-12-12,UG/L,<,0.022000000000000002,35.55627778,-120.53369444,MUNICIPAL,137.0,0.0,0.0,USGS,S-MS-H12,S-MS-H12,2012,12
255022,ESJ-14,0.022000000000000002,TCE,2014-02-18,UG/L,<,0.022000000000000002,38.14691667,-121.37280556,MUNICIPAL,212.0,0.0,0.0,USGS,ESJ-14,ESJ-14,2014,2
255082,SF-14,0.02,TCE,2007-04-25,UG/L,<,0.02,37.36316667,-121.98655556,MUNICIPAL,528.0,165.0,198.0,USGS,SF-14,SF-14,2007,4
255162,SIERRA-M-06,0.025,TCE,2018-08-14,UG/L,<,0.025,39.51763889,-121.19661111,MUNICIPAL,135.0,95.0,40.0,USGS,SIERRA-M-06,SIERRA-M-06,2018,8
255224,MOJO-48,0.022000000000000002,TCE,2011-03-09,UG/L,<,0.022000000000000002,34.58,-117.57855556,MUNICIPAL,520.0,200.0,340.0,USGS,MOJO-48,MOJO-48,2011,3
255260,LUB-27,0.022000000000000002,TCE,2010-03-04,UG/L,<,0.022000000000000002,34.56136111,-115.54602778,MUNICIPAL,400.0,140.0,260.0,USGS,LUB-27,LUB-27,2010,3
255344,USAWR-03,0.02,TCE,2006-11-30,UG/L,<,0.02,33.99180556,-117.42033333,MUNICIPAL,0.0,24.0,146.0,USGS,USAWR-03,USAWR-03,2006,11
255437,TMART-14,0.02,TCE,2007-09-12,UG/L,<,0.02,39.29741667,-120.11772222,MUNICIPAL,800.0,217.0,583.0,USGS,TMART-14,TMART-14,2007,9
255976,OV-04,0.038,TCE,2006-09-11,UG/L,<,0.038,37.50613889,-118.63369444,MUNICIPAL,340.0,0.0,0.0,USGS,OV-04,OV-04,2006,9
256091,NAMFP-05,0.038,TCE,2005-04-05,UG/L,<,0.038,38.67825,-121.59427778,MUNICIPAL,1080.0,0.0,0.0,USGS,NAMFP-05,NAMFP-05,2005,4
256164,TROCK-05,0.02,TCE,2007-07-17,UG/L,<,0.02,39.17897222,-120.21033333,MUNICIPAL,0.0,0.0,0.0,USGS,TROCK-05,TROCK-05,2007,7
256185,TROCK-05,0.025,TCE,2017-08-31,UG/L,<,0.025,39.17897222,-120.21033333,MUNICIPAL,0.0,0.0,0.0,USGS,TROCK-05,TROCK-05,2017,8
256251,DM-05,0.022000000000000002,TCE,2010-03-03,UG/L,<,0.022000000000000002,36.86113889,-120.45172222,MUNICIPAL,230.0,115.0,105.0,USGS,DM-05,DM-05,2010,3
256391,DM-U-15,0.022000000000000002,TCE,2010-05-19,UG/L,<,0.022000000000000002,37.43161111,-121.09947222,MUNICIPAL,115.0,95.0,20.0,USGS,DM-U-15,DM-U-15,2010,5
256532,CAMP-LU-13,0.022000000000000002,TCE,2010-08-09,UG/L,<,0.022000000000000002,41.12233333,-121.14288889,MUNICIPAL,345.0,95.0,403.0,USGS,CAMP-LU-13,CAMP-LU-13,2010,8
256651,"SOSA-20, SIERRA-ML-02",0.022000000000000002,TCE,2016-05-17,UG/L,<,0.022000000000000002,35.58808333,-118.46761111,MUNICIPAL,165.0,0.0,0.0,USGS,"SOSA-20, SIERRA-ML-02","SOSA-20, SIERRA-ML-02",2016,5
256664,TROCK-04,0.02,TCE,2007-07-17,UG/L,<,0.02,39.16352778,-120.23383333,MUNICIPAL,510.0,0.0,0.0,USGS,TROCK-04,TROCK-04,2007,7
256798,SB-12,0.022000000000000002,TCE,2013-12-18,UG/L,<,0.022000000000000002,34.43922222,-119.62644444,MUNICIPAL,280.0,100.0,180.0,USGS,SB-12,SB-12,2013,12
256814,S-MS-SV10,0.022000000000000002,TCE,2013-03-19,UG/L,<,0.022000000000000002,36.38725,-121.36208333,MUNICIPAL,190.0,150.0,40.0,USGS,S-MS-SV10,S-MS-SV10,2013,3
256825,S6-MCAW-C05,0.025,TCE,2016-11-16,UG/L,<,0.025,38.65908333,-120.95113889,MUNICIPAL,300.0,28.0,272.0,USGS,S6-MCAW-C05,S6-MCAW-C05,2016,11
257066,CAMP-QV-12,0.022000000000000002,TCE,2015-08-24,UG/L,<,0.022000000000000002,40.51791667,-121.93336111,MUNICIPAL,232.0,3.0,229.0,USGS,CAMP-QV-12,CAMP-QV-12,2015,8
257095,S10-ESJB-19,0.025,TCE,2019-08-21,UG/L,<,0.025,37.96872222,-121.05222222,MUNICIPAL,,,,USGS,S10-ESJB-19,S10-ESJB-19,2019,8
